,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_entireUnits,triadLabel,triadCoef,filename,abs_y_list
80,300.0 to 300.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
81,301.0 to 301.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
82,302.0 to 302.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
83,303.0 to 303.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999999, 0.9999999999999999, 2.0, 3.0, 0.9999999999999999, 4.0, 0.9999999999999999, 3.0, 2.0, 0.9999999999999999, 0.9999999999999999]"
84,304.0 to 304.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,305.0 to 305.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
86,306.0 to 306.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
87,307.0 to 307.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
88,308.0 to 308.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.3941701709713277, 0.9999999999999998, 3.1622776601683795, 1.7320508075688772, 1.505971179150226, 2.0, 1.505971179150226, 1.7320508075688772, 3.1622776601683795, 0.9999999999999998, 2.3941701709713277]"
89,309.0 to 309.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 1.0, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 1.0, 1.0]"
90,310.0 to 310.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 0.5176380902050415, 2.0, 0.5176380902050415, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 1.9318516525781366]"
91,311.0 to 311.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.3941701709713277, 1.0, 3.1622776601683795, 1.7320508075688772, 1.5059711791502262, 2.0, 1.5059711791502262, 1.7320508075688772, 3.1622776601683795, 1.0, 2.3941701709713277]"
92,312.0 to 312.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
93,313.0 to 313.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 0.5176380902050415, 2.0, 0.5176380902050415, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 1.9318516525781366]"
94,314.0 to 314.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.732050807568877, 0.0, 2.0, 3.4641016151377544, 0.7320508075688773, 0.0, 0.7320508075688773, 3.4641016151377544, 2.0, 0.0, 2.732050807568877]"
95,315.0 to 315.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
96,316.0 to 316.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
97,317.0 to 317.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
98,318.0 to 318.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
99,319.0 to 319.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
100,320.0 to 320.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",8,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772]"
101,321.0 to 321.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
102,323.0 to 323.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
103,324.0 to 324.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
104,325.0 to 325.875,"[0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]",15,c#Major,0.727606875108999,op1no1trio.csv,"[1.0, 2.9093129111764093, 1.7320508075688772, 2.23606797749979, 2.6457513110645903, 1.2393136749274756, 3.0, 1.2393136749274756, 2.6457513110645903, 2.23606797749979, 1.7320508075688772, 2.9093129111764093]"
105,326.0 to 326.625,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,e-Major,0.5555555555555556,op1no1trio.csv,"[0.0, 3.3460652149512318, 2.6457513110645903, 4.242640687119285, 3.0, 0.8965754721680532, 2.0, 0.8965754721680532, 3.0, 4.242640687119285, 2.6457513110645903, 3.3460652149512318]"
106,327.0 to 327.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",18,e-Major,0.5222329678670937,op1no1trio.csv,"[1.0, 1.414213562373095, 1.1102230246251565e-16, 2.23606797749979, 2.0, 1.414213562373095, 3.0, 1.414213562373095, 2.0, 2.23606797749979, 1.1102230246251565e-16, 1.414213562373095]"
107,328.0 to 328.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",4,e-Major,0.5222329678670937,op1no1trio.csv,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
108,330.0 to 330.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",8,e-Major,0.7745966692414831,op1no1trio.csv,"[1.0, 2.3941701709713277, 1.0, 1.0, 2.6457513110645907, 1.505971179150226, 1.0, 1.505971179150226, 2.6457513110645907, 1.0, 1.0, 2.3941701709713277]"
109,332.0 to 332.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,fMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781364, 1.7320508075688772, 2.8284271247461903, 3.0, 0.5176380902050416, 0.0, 0.5176380902050416, 3.0, 2.8284271247461903, 1.7320508075688772, 1.9318516525781364]"
110,333.0 to 333.0,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,aMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 0.8965754721680536, 1.7320508075688772, 0.0, 3.0, 3.3460652149512318, 0.0, 3.3460652149512318, 3.0, 0.0, 1.7320508075688772, 0.8965754721680536]"
111,335.0 to 335.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",19,f#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998, 0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998]"
112,336.0 to 336.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",19,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
113,337.0 to 337.0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",19,cMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998, 0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998]"
114,338.0 to 338.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,gMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
115,339.0 to 339.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.0, 1.4142135623730951, 3.4641016151377544, 1.414213562373095, 2.0, 1.414213562373095, 3.4641016151377544, 1.4142135623730951, 2.0, 1.414213562373095]"
116,340.0 to 340.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
117,341.0 to 341.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
118,342.0 to 342.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
119,343.0 to 343.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
120,344.0 to 344.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
121,345.0 to 345.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999999, 0.9999999999999999, 2.0, 3.0, 0.9999999999999999, 4.0, 0.9999999999999999, 3.0, 2.0, 0.9999999999999999, 0.9999999999999999]"
122,346.0 to 346.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
123,347.0 to 347.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
124,348.0 to 348.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
125,349.0 to 349.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
126,350.0 to 350.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.3941701709713277, 0.9999999999999998, 3.1622776601683795, 1.7320508075688772, 1.505971179150226, 2.0, 1.505971179150226, 1.7320508075688772, 3.1622776601683795, 0.9999999999999998, 2.3941701709713277]"
127,351.0 to 351.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 1.0, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 1.0, 1.0]"
128,352.0 to 352.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 0.5176380902050415, 2.0, 0.5176380902050415, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 1.9318516525781366]"
129,353.0 to 353.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.3941701709713277, 1.0, 3.1622776601683795, 1.7320508075688772, 1.5059711791502262, 2.0, 1.5059711791502262, 1.7320508075688772, 3.1622776601683795, 1.0, 2.3941701709713277]"
130,354.0 to 354.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
131,355.0 to 355.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 0.5176380902050415, 2.0, 0.5176380902050415, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 1.9318516525781366]"
132,356.0 to 356.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 2.732050807568877, 0.0, 2.0, 3.4641016151377544, 0.7320508075688773, 0.0, 0.7320508075688773, 3.4641016151377544, 2.0, 0.0, 2.732050807568877]"
133,357.0 to 357.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
134,358.0 to 358.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
135,359.0 to 359.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
136,360.0 to 360.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
137,361.0 to 361.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
138,362.0 to 362.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",8,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772]"
139,363.0 to 363.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
140,365.0 to 365.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
141,366.0 to 366.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
142,367.0 to 367.875,"[0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]",15,c#Major,0.727606875108999,op1no1trio.csv,"[1.0, 2.9093129111764093, 1.7320508075688772, 2.23606797749979, 2.6457513110645903, 1.2393136749274756, 3.0, 1.2393136749274756, 2.6457513110645903, 2.23606797749979, 1.7320508075688772, 2.9093129111764093]"
143,368.0 to 368.625,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,e-Major,0.5555555555555556,op1no1trio.csv,"[0.0, 3.3460652149512318, 2.6457513110645903, 4.242640687119285, 3.0, 0.8965754721680532, 2.0, 0.8965754721680532, 3.0, 4.242640687119285, 2.6457513110645903, 3.3460652149512318]"
144,369.0 to 369.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",18,e-Major,0.5222329678670937,op1no1trio.csv,"[1.0, 1.414213562373095, 1.1102230246251565e-16, 2.23606797749979, 2.0, 1.414213562373095, 3.0, 1.414213562373095, 2.0, 2.23606797749979, 1.1102230246251565e-16, 1.414213562373095]"
145,370.0 to 370.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",4,e-Major,0.5222329678670937,op1no1trio.csv,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
146,192.0 to 192.125,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",8,cMajor,0.25819888974716104,op1no6trio2.csv,"[1.0, 2.3941701709713277, 2.6457513110645907, 1.0, 1.0, 1.5059711791502262, 1.0, 1.5059711791502262, 1.0, 1.0, 2.6457513110645907, 2.3941701709713277]"
147,193.0 to 193.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8,g#Major,0.7745966692414831,op1no6trio2.csv,"[0.0, 3.2348263655315033, 1.7320508075688772, 2.0, 1.7320508075688772, 1.8803984643852072, 0.0, 1.8803984643852072, 1.7320508075688772, 2.0, 1.7320508075688772, 3.2348263655315033]"
148,194.0 to 194.0,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,g#Major,0.7745966692414831,op1no6trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
149,195.0 to 195.125,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",8,cMajor,0.25819888974716104,op1no6trio2.csv,"[0.0, 3.2348263655315033, 1.7320508075688772, 2.0, 1.7320508075688772, 1.8803984643852072, 0.0, 1.8803984643852072, 1.7320508075688772, 2.0, 1.7320508075688772, 3.2348263655315033]"
150,196.0 to 196.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",8,gMajor,0.7745966692414831,op1no6trio2.csv,"[0.0, 3.3460652149512318, 1.7320508075688772, 0.0, 3.0, 0.8965754721680536, 0.0, 0.8965754721680536, 3.0, 0.0, 1.7320508075688772, 3.3460652149512318]"
151,197.0 to 197.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,gMajor,0.7745966692414831,op1no6trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
152,198.0 to 198.5,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",18,e-Minor,0.8164965809277259,op1no6trio2.csv,"[2.0, 0.5176380902050415, 1.0, 2.8284271247461903, 2.6457513110645907, 1.9318516525781366, 2.0, 1.9318516525781366, 2.6457513110645907, 2.8284271247461903, 1.0, 0.5176380902050415]"
153,199.0 to 199.75,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",8,g#Major,0.7745966692414831,op1no6trio2.csv,"[0.0, 2.23606797749979, 1.0, 1.4142135623730951, 3.0, 2.23606797749979, 2.0, 2.23606797749979, 3.0, 1.4142135623730951, 1.0, 2.23606797749979]"
154,200.0 to 200.875,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",15,dMajor,0.40824829046386296,op1no6trio2.csv,"[0.0, 2.8284271247461903, 1.9999999999999998, 2.8284271247461903, 3.4641016151377544, 2.8284271247461903, 4.0, 2.8284271247461903, 3.4641016151377544, 2.8284271247461903, 1.9999999999999998, 2.8284271247461903]"
155,201.0 to 201.875,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",17,cMajor,0.6172133998483675,op1no6trio2.csv,"[0.0, 1.5059711791502262, 1.7320508075688772, 3.1622776601683795, 3.0, 2.3941701709713277, 6.0, 2.3941701709713277, 3.0, 3.1622776601683795, 1.7320508075688772, 1.5059711791502262]"
156,202.0 to 202.79166669999998,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",4,gMajor,0.727606875108999,op1no6trio2.csv,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
157,203.0 to 203.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,e-Major,0.5222329678670936,op1no6trio2.csv,"[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0]"
158,204.0 to 204.125,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",3,cMajor,0.25819888974716104,op1no6trio2.csv,"[1.0, 1.9318516525781364, 2.6457513110645907, 2.23606797749979, 0.9999999999999999, 0.5176380902050415, 1.0, 0.5176380902050415, 0.9999999999999999, 2.23606797749979, 2.6457513110645907, 1.9318516525781364]"
159,205.0 to 205.875,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",8,g#Minor,1.0,op1no6trio2.csv,"[1.0, 1.9999999999999998, 1.9999999999999998, 1.0, 1.9999999999999998, 1.9999999999999998, 1.0, 1.9999999999999998, 1.9999999999999998, 1.0, 1.9999999999999998, 1.9999999999999998]"
